line_id,order_id,pick_date,picker_id,sku,lot_code,qty_ordered,error_type
18101,8266,2026-03-14,P04,SKU1007,L202620-0029,3,
18102,8266,2026-03-14,P04,SKU1009,L202621-0037,1,
18103,8266,2026-03-14,P04,SKU1020,L202617-0087,3,
18104,8267,2026-03-14,P01,SKU1012,L202608-0052,6,
18105,8267,2026-03-14,P01,SKU1014,L202617-0063,1,
18106,8267,2026-03-14,P01,SKU1012,L202613-0049,11,
18107,8267,2026-03-14,P01,SKU1011,L202602-0046,8,
18108,8267,2026-03-14,P01,SKU1009,L202604-0038,2,
18109,8267,2026-03-14,P01,SKU1009,L202604-0038,10,
18110,8267,2026-03-14,P01,SKU1016,L202620-0073,4,
18111,8268,2026-03-14,P01,SKU1022,L202606-0094,7,
18112,8268,2026-03-14,P01,SKU1008,L202613-0036,7,
18113,8268,2026-03-14,P01,SKU1000,L202546-0001,7,
18114,8268,2026-03-14,P01,SKU1023,L202619-0100,8,
18115,8268,2026-03-14,P01,SKU1017,L202607-0077,2,
18116,8269,2026-03-14,P02,SKU1013,L202624-0058,2,
18117,8269,2026-03-14,P02,SKU1015,L202613-0068,7,
18118,8269,2026-03-14,P02,SKU1017,L202607-0077,12,
18119,8269,2026-03-14,P02,SKU1012,L202608-0052,5,
18120,8269,2026-03-14,P02,SKU1018,L202547-0080,7,
18121,8269,2026-03-14,P02,SKU1021,L202607-0089,3,
18122,8269,2026-03-14,P02,SKU1005,L202551-0022,8,
18123,8269,2026-03-14,P02,SKU1013,L202612-0059,5,
18124,8269,2026-03-14,P02,SKU1017,L202551-0076,6,
18125,8270,2026-03-14,P06,SKU1012,L202612-0050,5,
18126,8270,2026-03-14,P06,SKU1014,L202625-0065,9,
18127,8270,2026-03-14,P06,SKU1001,L202546-0004,2,
18128,8270,2026-03-14,P06,SKU1021,L202548-0092,9,
18129,8270,2026-03-14,P06,SKU1005,L202603-0023,2,
18130,8270,2026-03-14,P06,SKU1004,L202607-0018,5,
18131,8270,2026-03-14,P06,SKU1024,L202611-0101,5,
18132,8270,2026-03-14,P06,SKU1011,L202602-0046,6,
18133,8270,2026-03-14,P06,SKU1020,L202617-0087,11,
18134,8271,2026-03-14,P06,SKU1004,L202548-0017,8,
18135,8271,2026-03-14,P06,SKU1017,L202551-0076,1,
18136,8271,2026-03-14,P06,SKU1001,L202546-0004,12,
18137,8271,2026-03-14,P06,SKU1006,L202601-0024,5,
18138,8271,2026-03-14,P06,SKU1001,L202601-0005,8,
18139,8271,2026-03-14,P06,SKU1000,L202618-0003,1,
18140,8271,2026-03-14,P06,SKU1004,L202547-0016,6,
18141,8271,2026-03-14,P06,SKU1005,L202601-0020,9,
18142,8271,2026-03-14,P06,SKU1001,L202619-0006,10,
18143,8272,2026-03-14,P06,SKU1025,L202623-0109,3,
18144,8272,2026-03-14,P06,SKU1017,L202625-0075,1,
18145,8273,2026-03-14,P02,SKU1009,L202610-0039,12,
18146,8273,2026-03-14,P02,SKU1013,L202624-0058,8,
18147,8273,2026-03-14,P02,SKU1012,L202613-0051,12,
18148,8273,2026-03-14,P02,SKU1004,L202607-0018,10,
18149,8273,2026-03-14,P02,SKU1001,L202619-0006,12,
18150,8273,2026-03-14,P02,SKU1002,L202601-0010,6,
18151,8273,2026-03-14,P02,SKU1012,L202613-0051,5,
18152,8274,2026-03-14,P04,SKU1001,L202601-0005,3,
18153,8274,2026-03-14,P04,SKU1002,L202605-0009,2,
18154,8274,2026-03-14,P04,SKU1007,L202601-0031,8,
18155,8274,2026-03-14,P04,SKU1025,L202623-0109,1,
18156,8274,2026-03-14,P04,SKU1000,L202618-0003,9,
18157,8274,2026-03-14,P04,SKU1011,L202602-0046,7,
18158,8274,2026-03-14,P04,SKU1006,L202608-0025,11,
18159,8274,2026-03-14,P04,SKU1007,L202548-0032,4,
18160,8274,2026-03-14,P04,SKU1020,L202616-0086,3,
18161,8275,2026-03-14,P06,SKU1020,L202616-0086,11,
18162,8275,2026-03-14,P06,SKU1001,L202601-0005,3,
18163,8275,2026-03-14,P06,SKU1015,L202602-0067,1,
18164,8275,2026-03-14,P06,SKU1025,L202620-0106,11,
18165,8275,2026-03-14,P06,SKU1014,L202602-0061,8,
18166,8275,2026-03-14,P06,SKU1012,L202608-0052,9,
18167,8276,2026-03-14,P02,SKU1019,L202608-0085,8,
18168,8276,2026-03-14,P02,SKU1014,L202625-0065,10,
18169,8276,2026-03-14,P02,SKU1012,L202602-0054,7,
18170,8276,2026-03-14,P02,SKU1010,L202546-0044,10,
18171,8276,2026-03-14,P02,SKU1023,L202625-0098,10,
18172,8276,2026-03-14,P02,SKU1018,L202547-0080,5,
18173,8276,2026-03-14,P02,SKU1022,L202606-0094,11,
18174,8276,2026-03-14,P02,SKU1002,L202605-0009,10,
18175,8277,2026-03-14,P08,SKU1013,L202545-0056,3,
18176,8277,2026-03-14,P08,SKU1010,L202546-0044,8,
18177,8277,2026-03-14,P08,SKU1024,L202611-0101,10,
18178,8277,2026-03-14,P08,SKU1023,L202603-0099,11,
18179,8278,2026-03-14,P01,SKU1013,L202624-0058,1,
18180,8278,2026-03-14,P01,SKU1007,L202620-0029,1,
18181,8279,2026-03-14,P02,SKU1002,L202601-0010,10,
18182,8279,2026-03-14,P02,SKU1007,L202603-0028,4,
18183,8279,2026-03-14,P02,SKU1009,L202610-0039,3,
18184,8279,2026-03-14,P02,SKU1008,L202615-0034,4,
18185,8279,2026-03-14,P02,SKU1024,L202547-0104,5,
18186,8279,2026-03-14,P02,SKU1011,L202621-0048,2,
18187,8279,2026-03-14,P02,SKU1018,L202547-0081,7,
18188,8279,2026-03-14,P02,SKU1025,L202548-0108,3,
18189,8280,2026-03-14,P07,SKU1010,L202607-0042,6,
18190,8280,2026-03-14,P07,SKU1009,L202621-0037,11,
18191,8280,2026-03-14,P07,SKU1018,L202547-0081,10,
18192,8281,2026-03-14,P01,SKU1000,L202618-0003,12,
18193,8281,2026-03-14,P01,SKU1003,L202620-0013,6,
18194,8281,2026-03-14,P01,SKU1001,L202601-0005,1,
18195,8281,2026-03-14,P01,SKU1019,L202608-0085,12,
18196,8281,2026-03-14,P01,SKU1004,L202548-0017,9,
18197,8281,2026-03-14,P01,SKU1022,L202625-0097,2,
18198,8281,2026-03-14,P01,SKU1001,L202601-0005,8,
18199,8281,2026-03-14,P01,SKU1012,L202613-0051,1,
18200,8282,2026-03-14,P01,SKU1005,L202551-0019,11,
18201,8282,2026-03-14,P01,SKU1014,L202608-0064,8,
18202,8283,2026-03-14,P07,SKU1025,L202623-0109,1,
18203,8283,2026-03-14,P07,SKU1022,L202625-0097,11,
18204,8283,2026-03-14,P07,SKU1012,L202613-0051,7,
18205,8283,2026-03-14,P07,SKU1009,L202611-0040,7,
18206,8283,2026-03-14,P07,SKU1013,L202612-0059,6,
18207,8283,2026-03-14,P07,SKU1011,L202602-0046,7,
18208,8284,2026-03-14,P03,SKU1005,L202551-0022,2,
18209,8284,2026-03-14,P03,SKU1008,L202615-0034,3,
18210,8285,2026-03-14,P05,SKU1009,L202611-0040,10,
18211,8285,2026-03-14,P05,SKU1011,L202602-0046,4,
18212,8285,2026-03-14,P05,SKU1016,L202552-0069,10,
18213,8285,2026-03-14,P05,SKU1024,L202621-0105,1,
18214,8285,2026-03-14,P05,SKU1008,L202613-0036,4,
18215,8285,2026-03-14,P05,SKU1021,L202550-0093,1,
18216,8285,2026-03-14,P05,SKU1023,L202619-0100,11,
18217,8285,2026-03-14,P05,SKU1025,L202623-0109,3,
18218,8285,2026-03-14,P05,SKU1014,L202601-0060,5,
18219,8286,2026-03-14,P03,SKU1005,L202603-0023,1,
18220,8286,2026-03-14,P03,SKU1011,L202621-0048,9,
18221,8286,2026-03-14,P03,SKU1016,L202622-0071,2,
18222,8287,2026-03-14,P04,SKU1020,L202552-0088,12,
18223,8287,2026-03-14,P04,SKU1012,L202602-0054,12,
18224,8287,2026-03-14,P04,SKU1024,L202624-0102,12,
18225,8287,2026-03-14,P04,SKU1008,L202613-0036,1,
18226,8287,2026-03-14,P04,SKU1002,L202606-0012,9,
18227,8287,2026-03-14,P04,SKU1010,L202615-0043,2,
18228,8287,2026-03-14,P04,SKU1021,L202610-0090,9,
18229,8287,2026-03-14,P04,SKU1005,L202601-0020,3,
18230,8288,2026-03-16,P02,SKU1009,L202604-0038,4,
18231,8288,2026-03-16,P02,SKU1011,L202620-0047,8,
18232,8288,2026-03-16,P02,SKU1018,L202611-0082,11,
18233,8289,2026-03-16,P01,SKU1019,L202608-0085,11,
18234,8289,2026-03-16,P01,SKU1024,L202621-0105,11,
18235,8289,2026-03-16,P01,SKU1021,L202610-0090,2,
18236,8289,2026-03-16,P01,SKU1022,L202609-0095,1,
18237,8289,2026-03-16,P01,SKU1001,L202601-0005,4,
18238,8289,2026-03-16,P01,SKU1025,L202548-0108,4,
18239,8290,2026-03-16,P03,SKU1011,L202621-0048,2,
18240,8290,2026-03-16,P03,SKU1019,L202608-0085,10,
18241,8290,2026-03-16,P03,SKU1014,L202625-0065,9,
18242,8290,2026-03-16,P03,SKU1008,L202615-0034,2,wrong_qty
18243,8290,2026-03-16,P03,SKU1002,L202605-0009,9,
18244,8290,2026-03-16,P03,SKU1008,L202615-0034,8,
18245,8291,2026-03-16,P01,SKU1001,L202546-0004,9,
18246,8291,2026-03-16,P01,SKU1015,L202608-0066,7,
18247,8291,2026-03-16,P01,SKU1019,L202608-0085,11,
18248,8291,2026-03-16,P01,SKU1004,L202607-0018,3,
18249,8292,2026-03-16,P01,SKU1003,L202607-0014,3,
18250,8292,2026-03-16,P01,SKU1000,L202546-0001,7,
18251,8292,2026-03-16,P01,SKU1001,L202601-0005,4,
18252,8293,2026-03-16,P02,SKU1011,L202621-0048,11,
18253,8293,2026-03-16,P02,SKU1001,L202601-0005,8,
18254,8293,2026-03-16,P02,SKU1016,L202620-0073,10,
18255,8293,2026-03-16,P02,SKU1013,L202624-0058,6,
18256,8293,2026-03-16,P02,SKU1021,L202545-0091,7,
18257,8293,2026-03-16,P02,SKU1011,L202602-0046,5,
18258,8293,2026-03-16,P02,SKU1000,L202546-0001,3,
18259,8293,2026-03-16,P02,SKU1015,L202608-0066,7,
18260,8293,2026-03-16,P02,SKU1004,L202548-0017,8,
18261,8294,2026-03-16,P06,SKU1006,L202601-0026,2,
18262,8294,2026-03-16,P06,SKU1020,L202552-0088,7,
18263,8294,2026-03-16,P06,SKU1002,L202548-0011,7,
18264,8294,2026-03-16,P06,SKU1003,L202607-0014,12,
18265,8294,2026-03-16,P06,SKU1020,L202616-0086,9,
18266,8294,2026-03-16,P06,SKU1005,L202603-0023,4,
18267,8295,2026-03-16,P01,SKU1021,L202545-0091,10,
18268,8295,2026-03-16,P01,SKU1018,L202547-0081,7,
18269,8295,2026-03-16,P01,SKU1017,L202603-0078,7,
18270,8295,2026-03-16,P01,SKU1013,L202624-0058,2,
18271,8295,2026-03-16,P01,SKU1011,L202620-0047,1,
18272,8295,2026-03-16,P01,SKU1002,L202614-0007,10,
18273,8296,2026-03-16,P08,SKU1014,L202608-0064,12,
18274,8296,2026-03-16,P08,SKU1010,L202546-0044,11,
18275,8296,2026-03-16,P08,SKU1015,L202608-0066,10,
18276,8296,2026-03-16,P08,SKU1010,L202625-0045,3,
18277,8296,2026-03-16,P08,SKU1006,L202608-0025,2,
18278,8297,2026-03-16,P07,SKU1002,L202601-0010,7,
18279,8297,2026-03-16,P07,SKU1021,L202610-0090,11,
18280,8297,2026-03-16,P07,SKU1025,L202623-0109,3,
18281,8297,2026-03-16,P07,SKU1018,L202552-0079,7,
18282,8297,2026-03-16,P07,SKU1011,L202621-0048,12,
18283,8297,2026-03-16,P07,SKU1005,L202551-0019,12,
18284,8297,2026-03-16,P07,SKU1021,L202607-0089,1,
18285,8298,2026-03-16,P02,SKU1019,L202608-0085,9,
18286,8298,2026-03-16,P02,SKU1023,L202603-0099,9,
18287,8298,2026-03-16,P02,SKU1013,L202546-0055,4,
18288,8298,2026-03-16,P02,SKU1003,L202620-0013,4,
18289,8299,2026-03-16,P01,SKU1014,L202625-0065,2,
18290,8299,2026-03-16,P01,SKU1018,L202552-0079,3,
18291,8299,2026-03-16,P01,SKU1021,L202545-0091,12,
18292,8299,2026-03-16,P01,SKU1021,L202550-0093,4,
18293,8299,2026-03-16,P01,SKU1019,L202615-0084,10,
18294,8299,2026-03-16,P01,SKU1012,L202612-0050,9,
18295,8299,2026-03-16,P01,SKU1010,L202615-0043,6,
18296,8299,2026-03-16,P01,SKU1012,L202612-0053,2,
18297,8299,2026-03-16,P01,SKU1012,L202612-0050,4,
18298,8300,2026-03-16,P01,SKU1006,L202608-0025,4,
18299,8300,2026-03-16,P01,SKU1014,L202625-0065,6,
18300,8301,2026-03-16,P01,SKU1010,L202607-0042,12,
18301,8301,2026-03-16,P01,SKU1022,L202606-0094,12,
18302,8301,2026-03-16,P01,SKU1015,L202613-0068,4,
18303,8302,2026-03-16,P07,SKU1013,L202546-0055,5,
18304,8302,2026-03-16,P07,SKU1022,L202617-0096,7,
18305,8302,2026-03-16,P07,SKU1024,L202616-0103,6,
18306,8302,2026-03-16,P07,SKU1007,L202607-0027,1,
18307,8303,2026-03-16,P03,SKU1013,L202612-0059,10,
18308,8303,2026-03-16,P03,SKU1009,L202604-0038,8,
18309,8303,2026-03-16,P03,SKU1002,L202605-0009,9,
18310,8303,2026-03-16,P03,SKU1002,L202621-0008,6,
18311,8303,2026-03-16,P03,SKU1019,L202624-0083,11,
18312,8303,2026-03-16,P03,SKU1006,L202601-0026,8,
18313,8303,2026-03-16,P03,SKU1008,L202613-0036,5,wrong_item
18314,8303,2026-03-16,P03,SKU1023,L202603-0099,9,
18315,8304,2026-03-16,P07,SKU1018,L202547-0080,8,
18316,8304,2026-03-16,P07,SKU1011,L202620-0047,6,
18317,8304,2026-03-16,P07,SKU1005,L202603-0023,4,
18318,8304,2026-03-16,P07,SKU1023,L202625-0098,5,
18319,8304,2026-03-16,P07,SKU1004,L202547-0016,1,
18320,8304,2026-03-16,P07,SKU1023,L202619-0100,12,
18321,8305,2026-03-16,P03,SKU1006,L202601-0026,8,
18322,8305,2026-03-16,P03,SKU1023,L202603-0099,1,
18323,8305,2026-03-16,P03,SKU1004,L202607-0018,4,
18324,8305,2026-03-16,P03,SKU1003,L202607-0014,11,
18325,8305,2026-03-16,P03,SKU1022,L202606-0094,1,
18326,8305,2026-03-16,P03,SKU1009,L202621-0037,2,
18327,8306,2026-03-16,P08,SKU1019,L202608-0085,2,
18328,8306,2026-03-16,P08,SKU1016,L202602-0070,3,
18329,8306,2026-03-16,P08,SKU1011,L202602-0046,2,wrong_item
18330,8306,2026-03-16,P08,SKU1022,L202625-0097,1,
18331,8306,2026-03-16,P08,SKU1005,L202615-0021,10,
18332,8306,2026-03-16,P08,SKU1024,L202547-0104,10,
18333,8307,2026-03-16,P04,SKU1023,L202603-0099,11,
18334,8307,2026-03-16,P04,SKU1014,L202617-0063,7,
18335,8307,2026-03-16,P04,SKU1015,L202602-0067,12,
18336,8307,2026-03-16,P04,SKU1014,L202608-0064,4,
18337,8307,2026-03-16,P04,SKU1022,L202625-0097,3,
18338,8307,2026-03-16,P04,SKU1024,L202547-0104,9,
18339,8308,2026-03-16,P03,SKU1019,L202624-0083,12,
18340,8308,2026-03-16,P03,SKU1012,L202602-0054,9,
18341,8308,2026-03-16,P03,SKU1012,L202613-0051,3,
18342,8308,2026-03-16,P03,SKU1007,L202620-0029,6,
18343,8308,2026-03-16,P03,SKU1012,L202612-0050,11,
18344,8308,2026-03-16,P03,SKU1016,L202608-0074,8,
18345,8308,2026-03-16,P03,SKU1002,L202614-0007,4,
18346,8308,2026-03-16,P03,SKU1023,L202619-0100,3,
18347,8308,2026-03-16,P03,SKU1012,L202608-0052,5,
18348,8309,2026-03-16,P05,SKU1007,L202607-0027,4,
18349,8309,2026-03-16,P05,SKU1017,L202625-0075,12,
18350,8309,2026-03-16,P05,SKU1012,L202613-0049,4,
18351,8309,2026-03-16,P05,SKU1005,L202601-0020,4,
18352,8309,2026-03-16,P05,SKU1023,L202625-0098,10,
18353,8309,2026-03-16,P05,SKU1022,L202617-0096,7,wrong_qty
18354,8310,2026-03-16,P05,SKU1021,L202548-0092,5,
18355,8310,2026-03-16,P05,SKU1004,L202548-0017,9,
18356,8310,2026-03-16,P05,SKU1001,L202619-0006,2,
18357,8310,2026-03-16,P05,SKU1019,L202608-0085,10,
18358,8310,2026-03-16,P05,SKU1025,L202623-0109,10,
18359,8310,2026-03-16,P05,SKU1017,L202607-0077,9,
18360,8310,2026-03-16,P05,SKU1022,L202609-0095,8,
18361,8310,2026-03-16,P05,SKU1003,L202620-0013,6,
18362,8311,2026-03-16,P03,SKU1010,L202607-0042,8,
18363,8311,2026-03-16,P03,SKU1006,L202608-0025,2,
18364,8311,2026-03-16,P03,SKU1007,L202603-0028,1,
18365,8311,2026-03-16,P03,SKU1025,L202623-0109,4,
18366,8311,2026-03-16,P03,SKU1005,L202601-0020,7,
18367,8311,2026-03-16,P03,SKU1016,L202552-0069,11,
18368,8311,2026-03-16,P03,SKU1023,L202619-0100,8,
18369,8311,2026-03-16,P03,SKU1002,L202614-0007,2,
18370,8311,2026-03-16,P03,SKU1015,L202608-0066,7,
18371,8312,2026-03-16,P07,SKU1003,L202623-0015,8,
18372,8312,2026-03-16,P07,SKU1013,L202612-0059,8,
18373,8312,2026-03-16,P07,SKU1012,L202612-0050,7,
18374,8312,2026-03-16,P07,SKU1003,L202607-0014,2,
18375,8312,2026-03-16,P07,SKU1017,L202551-0076,7,
18376,8312,2026-03-16,P07,SKU1011,L202621-0048,8,
18377,8312,2026-03-16,P07,SKU1014,L202602-0061,3,
18378,8312,2026-03-16,P07,SKU1003,L202620-0013,8,
18379,8312,2026-03-16,P07,SKU1023,L202625-0098,2,
18380,8313,2026-03-16,P02,SKU1020,L202616-0086,10,
18381,8313,2026-03-16,P02,SKU1024,L202624-0102,8,
18382,8313,2026-03-16,P02,SKU1025,L202623-0109,8,
18383,8313,2026-03-16,P02,SKU1008,L202615-0034,9,
18384,8313,2026-03-16,P02,SKU1004,L202548-0017,8,
18385,8313,2026-03-16,P02,SKU1023,L202625-0098,8,
18386,8313,2026-03-16,P02,SKU1008,L202616-0033,6,
18387,8313,2026-03-16,P02,SKU1011,L202621-0048,2,
18388,8313,2026-03-16,P02,SKU1013,L202546-0055,3,
18389,8314,2026-03-16,P08,SKU1015,L202608-0066,2,
18390,8314,2026-03-16,P08,SKU1019,L202608-0085,9,
18391,8314,2026-03-16,P08,SKU1003,L202623-0015,12,
18392,8314,2026-03-16,P08,SKU1020,L202552-0088,12,
18393,8314,2026-03-16,P08,SKU1024,L202547-0104,9,
18394,8315,2026-03-16,P03,SKU1019,L202608-0085,4,
18395,8315,2026-03-16,P03,SKU1018,L202552-0079,10,
18396,8315,2026-03-16,P03,SKU1023,L202619-0100,10,
18397,8315,2026-03-16,P03,SKU1016,L202617-0072,5,
18398,8315,2026-03-16,P03,SKU1010,L202607-0042,2,
18399,8315,2026-03-16,P03,SKU1004,L202607-0018,7,
18400,8315,2026-03-16,P03,SKU1000,L202618-0003,12,
18401,8316,2026-03-16,P03,SKU1015,L202602-0067,6,
18402,8316,2026-03-16,P03,SKU1011,L202602-0046,10,
18403,8316,2026-03-16,P03,SKU1017,L202551-0076,8,
18404,8316,2026-03-16,P03,SKU1020,L202552-0088,8,
18405,8317,2026-03-16,P03,SKU1024,L202616-0103,3,
18406,8317,2026-03-16,P03,SKU1013,L202624-0058,8,
18407,8317,2026-03-16,P03,SKU1002,L202605-0009,3,
18408,8317,2026-03-16,P03,SKU1010,L202615-0043,8,
18409,8317,2026-03-16,P03,SKU1021,L202545-0091,4,
18410,8317,2026-03-16,P03,SKU1014,L202601-0060,12,
18411,8317,2026-03-16,P03,SKU1023,L202603-0099,3,
18412,8317,2026-03-16,P03,SKU1015,L202602-0067,7,
18413,8318,2026-03-16,P05,SKU1000,L202618-0003,6,
18414,8318,2026-03-16,P05,SKU1003,L202620-0013,2,
18415,8318,2026-03-16,P05,SKU1012,L202608-0052,7,
18416,8318,2026-03-16,P05,SKU1001,L202619-0006,3,
18417,8318,2026-03-16,P05,SKU1015,L202608-0066,10,
18418,8318,2026-03-16,P05,SKU1003,L202620-0013,12,
18419,8318,2026-03-16,P05,SKU1013,L202546-0055,10,
18420,8318,2026-03-16,P05,SKU1002,L202606-0012,5,
18421,8319,2026-03-16,P01,SKU1017,L202625-0075,1,
18422,8319,2026-03-16,P01,SKU1020,L202617-0087,10,
18423,8319,2026-03-16,P01,SKU1011,L202621-0048,1,
18424,8319,2026-03-16,P01,SKU1020,L202617-0087,4,
18425,8319,2026-03-16,P01,SKU1004,L202548-0017,3,
18426,8319,2026-03-16,P01,SKU1015,L202602-0067,1,
18427,8319,2026-03-16,P01,SKU1023,L202619-0100,5,
18428,8319,2026-03-16,P01,SKU1005,L202551-0022,1,
18429,8320,2026-03-16,P08,SKU1012,L202602-0054,3,
18430,8320,2026-03-16,P08,SKU1001,L202601-0005,12,
18431,8320,2026-03-16,P08,SKU1014,L202552-0062,10,
18432,8320,2026-03-16,P08,SKU1008,L202607-0035,9,
18433,8320,2026-03-16,P08,SKU1022,L202606-0094,3,
18434,8320,2026-03-16,P08,SKU1000,L202601-0002,11,
18435,8321,2026-03-16,P01,SKU1012,L202613-0051,1,
18436,8321,2026-03-16,P01,SKU1013,L202624-0058,5,
18437,8321,2026-03-16,P01,SKU1016,L202617-0072,8,
18438,8321,2026-03-16,P01,SKU1021,L202610-0090,5,
18439,8321,2026-03-16,P01,SKU1020,L202552-0088,8,
18440,8321,2026-03-16,P01,SKU1003,L202607-0014,11,
18441,8321,2026-03-16,P01,SKU1020,L202617-0087,1,
18442,8322,2026-03-16,P08,SKU1008,L202607-0035,10,
18443,8322,2026-03-16,P08,SKU1007,L202601-0031,3,
18444,8322,2026-03-16,P08,SKU1017,L202625-0075,10,
18445,8322,2026-03-16,P08,SKU1005,L202615-0021,12,
18446,8322,2026-03-16,P08,SKU1009,L202604-0038,7,
18447,8322,2026-03-16,P08,SKU1023,L202603-0099,2,
18448,8322,2026-03-16,P08,SKU1002,L202606-0012,7,
18449,8322,2026-03-16,P08,SKU1020,L202616-0086,12,
18450,8323,2026-03-16,P07,SKU1022,L202625-0097,8,
18451,8323,2026-03-16,P07,SKU1019,L202624-0083,7,
18452,8323,2026-03-16,P07,SKU1009,L202604-0038,5,
18453,8323,2026-03-16,P07,SKU1023,L202619-0100,2,
18454,8323,2026-03-16,P07,SKU1025,L202620-0106,5,
18455,8323,2026-03-16,P07,SKU1023,L202625-0098,9,
18456,8323,2026-03-16,P07,SKU1012,L202613-0051,12,
18457,8324,2026-03-16,P07,SKU1009,L202611-0040,10,
18458,8324,2026-03-16,P07,SKU1003,L202623-0015,2,
18459,8324,2026-03-16,P07,SKU1007,L202548-0032,7,
18460,8325,2026-03-16,P06,SKU1008,L202616-0033,3,
18461,8325,2026-03-16,P06,SKU1022,L202625-0097,7,
18462,8325,2026-03-16,P06,SKU1021,L202545-0091,5,
18463,8325,2026-03-16,P06,SKU1015,L202608-0066,9,
18464,8325,2026-03-16,P06,SKU1009,L202621-0037,4,
18465,8325,2026-03-16,P06,SKU1001,L202601-0005,1,
18466,8325,2026-03-16,P06,SKU1016,L202617-0072,3,
18467,8325,2026-03-16,P06,SKU1016,L202608-0074,4,
18468,8325,2026-03-16,P06,SKU1022,L202617-0096,11,
18469,8326,2026-03-16,P05,SKU1014,L202601-0060,10,
18470,8326,2026-03-16,P05,SKU1002,L202548-0011,2,
18471,8326,2026-03-16,P05,SKU1022,L202606-0094,3,
18472,8326,2026-03-16,P05,SKU1020,L202552-0088,6,
18473,8327,2026-03-16,P06,SKU1020,L202616-0086,12,
18474,8327,2026-03-16,P06,SKU1003,L202620-0013,7,
18475,8327,2026-03-16,P06,SKU1022,L202609-0095,11,
18476,8327,2026-03-16,P06,SKU1017,L202607-0077,7,
18477,8327,2026-03-16,P06,SKU1024,L202611-0101,10,wrong_qty
18478,8328,2026-03-16,P06,SKU1002,L202614-0007,2,
18479,8328,2026-03-16,P06,SKU1020,L202616-0086,1,
18480,8328,2026-03-16,P06,SKU1001,L202546-0004,7,
18481,8328,2026-03-16,P06,SKU1010,L202546-0044,5,
18482,8328,2026-03-16,P06,SKU1014,L202625-0065,8,
18483,8328,2026-03-16,P06,SKU1002,L202606-0012,5,
18484,8329,2026-03-16,P01,SKU1011,L202602-0046,9,
18485,8329,2026-03-16,P01,SKU1013,L202601-0057,12,
18486,8329,2026-03-16,P01,SKU1016,L202552-0069,10,
18487,8329,2026-03-16,P01,SKU1021,L202545-0091,10,
18488,8329,2026-03-16,P01,SKU1004,L202548-0017,1,
18489,8329,2026-03-16,P01,SKU1003,L202623-0015,12,
18490,8330,2026-03-16,P06,SKU1023,L202619-0100,7,
18491,8330,2026-03-16,P06,SKU1003,L202620-0013,8,
18492,8330,2026-03-16,P06,SKU1024,L202621-0105,2,
18493,8330,2026-03-16,P06,SKU1005,L202601-0020,2,
18494,8330,2026-03-16,P06,SKU1017,L202603-0078,4,
18495,8330,2026-03-16,P06,SKU1016,L202552-0069,3,
18496,8331,2026-03-16,P06,SKU1017,L202607-0077,10,
18497,8331,2026-03-16,P06,SKU1023,L202619-0100,10,
18498,8331,2026-03-16,P06,SKU1025,L202613-0107,7,
18499,8331,2026-03-16,P06,SKU1025,L202623-0109,1,
18500,8331,2026-03-16,P06,SKU1011,L202620-0047,3,
18501,8331,2026-03-16,P06,SKU1009,L202610-0039,4,
18502,8332,2026-03-16,P03,SKU1022,L202606-0094,12,
18503,8332,2026-03-16,P03,SKU1001,L202619-0006,10,
18504,8333,2026-03-16,P03,SKU1018,L202547-0081,12,
18505,8333,2026-03-16,P03,SKU1023,L202619-0100,7,
18506,8333,2026-03-16,P03,SKU1012,L202613-0049,6,
18507,8333,2026-03-16,P03,SKU1000,L202546-0001,4,
18508,8333,2026-03-16,P03,SKU1020,L202552-0088,10,
18509,8334,2026-03-16,P02,SKU1000,L202618-0003,7,
18510,8334,2026-03-16,P02,SKU1016,L202617-0072,1,
18511,8334,2026-03-16,P02,SKU1022,L202625-0097,8,
18512,8334,2026-03-16,P02,SKU1010,L202625-0045,2,
18513,8335,2026-03-16,P06,SKU1004,L202607-0018,4,
18514,8335,2026-03-16,P06,SKU1009,L202611-0040,7,
18515,8335,2026-03-16,P06,SKU1013,L202612-0059,2,
18516,8335,2026-03-16,P06,SKU1010,L202625-0045,9,
18517,8335,2026-03-16,P06,SKU1019,L202608-0085,11,
18518,8335,2026-03-16,P06,SKU1018,L202547-0081,2,
18519,8335,2026-03-16,P06,SKU1017,L202625-0075,10,
18520,8335,2026-03-16,P06,SKU1019,L202624-0083,6,
18521,8336,2026-03-16,P04,SKU1012,L202608-0052,3,
18522,8336,2026-03-16,P04,SKU1010,L202607-0042,1,
18523,8336,2026-03-16,P04,SKU1011,L202602-0046,1,
18524,8336,2026-03-16,P04,SKU1025,L202620-0106,4,
18525,8337,2026-03-16,P03,SKU1013,L202624-0058,8,
18526,8337,2026-03-16,P03,SKU1019,L202608-0085,7,
18527,8337,2026-03-16,P03,SKU1017,L202603-0078,12,damaged
18528,8337,2026-03-16,P03,SKU1002,L202614-0007,9,
18529,8337,2026-03-16,P03,SKU1019,L202608-0085,2,wrong_item
18530,8337,2026-03-16,P03,SKU1018,L202611-0082,8,
18531,8338,2026-03-16,P05,SKU1011,L202602-0046,6,
18532,8338,2026-03-16,P05,SKU1014,L202601-0060,4,
18533,8338,2026-03-16,P05,SKU1009,L202625-0041,2,
18534,8338,2026-03-16,P05,SKU1002,L202606-0012,1,
18535,8338,2026-03-16,P05,SKU1020,L202552-0088,6,
